Year,Quarter,"Land Use, Land Use Change and Forestry (LULUCF)",Total including LULUCF,Total excluding LULUCF
,2015-03-01,1.161664014419918,134.40571623938973,133.2440522249698
,2015-06-01,1.174571392357917,138.06511695978858,136.89054556743068
2015-16,2015-09-01,-7.150544577546659,133.29424645166645,140.44479102921312
,2015-12-01,-7.150544577546659,131.35520730820878,138.50575188575544
,2016-03-01,-7.072821266921151,130.51920396990158,137.59202523682274
,2016-06-01,-7.072821266921151,130.05924195069923,137.13206321762038
2016-17,2016-09-01,-9.18777126752247,133.17530632493538,142.36307759245784
,2016-12-01,-9.18777126752247,126.9382508194684,136.12602208699087
,2017-03-01,-8.98803710953285,129.39128063406898,138.37931774360183
,2017-06-01,-9.08790418852766,134.65226174887695,143.7401659374046
2017-18,2017-09-01,-8.176848727299056,134.5929607340917,142.76980946139074
,2017-12-01,-8.176848727299056,130.2823994531536,138.45924818045265
,2018-03-01,-7.999091146270817,130.93916530219434,138.93825644846515
,2018-06-01,-8.087969936784937,134.18454165743913,142.27251159422406
2018-19,2018-09-01,-9.83870102064038,132.58353455767983,142.4222355783202
,2018-12-01,-9.83870102064038,127.74524012076404,137.5839411414044
,2019-03-01,-9.624816215843849,125.73791335474198,135.36272957058583
,2019-06-01,-9.731758618242113,130.731294073825,140.46305269206712
2019-20,2019-09-01,-9.80812289598304,128.65572423308492,138.46384712906797
,2019-12-01,-9.80812289598304,125.84309434878308,135.65121724476612
,2020-03-01,-9.701512864504965,124.85740630287395,134.55891916737892
,2020-06-01,-9.701512864504965,118.74374065064742,128.4452535151524
2020-21,2020-09-01,-9.942213132286431,121.7912904295605,131.73350356184693
,2020-12-01,-9.942213132286431,119.51885526392704,129.46106839621348
,2021-03-01,-9.726078064193247,120.5125863166673,130.23866438086054
,2021-06-01,-9.83414559823984,124.7521978756337,134.58634347387354
2021-22,2021-09-01,-9.946392405175915,123.19186903780894,133.13826144298486
,2021-12-01,-9.946392405175915,120.57690346168044,130.52329586685636
,2022-03-01,-9.730166483324265,119.9559036987602,129.68607018208445
,2022-06-01,-9.838279444250093,123.21635968450312,133.05463912875322
2022-23,2022-09-01,-9.946392405175915,125.71719662357869,135.66358902875461
